Wall time,Step,Value
1775832539.051835,1540000,-58700692.0
1775832596.3664527,1550000,-58643048.0
1775832601.9074674,1560000,-58568396.0
1775832607.3318417,1570000,-58662296.0
1775832665.2012632,1580000,-58547180.0
1775832670.4934602,1590000,-58498168.0
1775832675.8060517,1600000,-58691948.0
1775832737.003928,1610000,-58577120.0
1775832742.354476,1620000,-58513988.0
1775832747.6933146,1630000,-58540152.0
1775832804.8311782,1640000,-58334552.0
1775832810.2243228,1650000,-58427584.0
1775832815.5132287,1660000,-58352096.0
1775832820.8719761,1670000,-58393748.0
1775832877.1411004,1680000,-58454556.0
1775832882.3860202,1690000,-58431484.0
1775832887.6077063,1700000,-58347536.0
1775832947.6758904,1710000,-58358264.0
1775832952.9256525,1720000,-58307292.0
1775832958.2647069,1730000,-58233304.0
1775833014.667384,1740000,-58214868.0
1775833020.082655,1750000,-58182600.0
1775833025.462869,1760000,-58221688.0
1775833083.9938014,1770000,-58537812.0
1775833089.54934,1780000,-58672412.0
1775833095.174735,1790000,-58460520.0
1775833100.6555328,1800000,-58507728.0
1775833162.4246445,1810000,-58978712.0
1775833167.664265,1820000,-59008976.0
1775833172.976564,1830000,-59106316.0
1775833231.301472,1840000,-58324288.0
1775833236.8598564,1850000,-58538536.0
1775833242.3949163,1860000,-58356948.0
1775833308.3616185,1870000,-58342300.0
1775833314.1916103,1880000,-58339572.0
1775833319.8565462,1890000,-58323404.0
1775833325.3311918,1900000,-58336808.0
1775833386.53184,1910000,-58241084.0
1775833392.0420916,1920000,-58205712.0
1775833397.6119652,1930000,-58191348.0
1775833459.1933608,1940000,-58116696.0
1775833464.537082,1950000,-58126360.0
1775833469.9690232,1960000,-58209216.0
1775833530.9919689,1970000,-58092552.0
1775833536.6817672,1980000,-58072104.0
1775833542.1200259,1990000,-58185780.0
1775833601.4471223,2000000,-57977008.0
1775833607.7265186,2010000,-58091412.0
1775833612.8857412,2020000,-58134356.0
1775833618.06812,2030000,-58078688.0
1775833676.5255077,2040000,-57977284.0
1775833681.708951,2050000,-58128772.0
1775833686.9758615,2060000,-58088572.0
1775833743.5769227,2070000,-57915216.0
1775833748.8085034,2080000,-58022328.0
1775833753.997009,2090000,-58024724.0
1775833811.9751253,2100000,-57907360.0
1775833818.3119392,2110000,-57966044.0
1775833823.7830315,2120000,-58020104.0
1775833880.6566226,2130000,-57996000.0
1775833886.0456996,2140000,-57973340.0
1775833891.562579,2150000,-57978420.0
1775833897.3033953,2160000,-58208508.0
1775833966.9916322,2110000,-57905036.0
1775833972.9389017,2120000,-57970120.0
1775833978.9113708,2130000,-57972976.0
1775834043.2394662,2140000,-58119972.0
1775834049.8024487,2150000,-58125496.0
1775834056.2184155,2160000,-58219464.0
1775834138.5129552,2170000,-58103532.0
1775834145.1686966,2180000,-58341820.0
1775834151.3077984,2190000,-58261020.0
1775834229.5198338,2200000,-58228540.0
1775834240.7012532,2210000,-58186080.0
1775834247.353107,2220000,-58255540.0
1775834253.7178686,2230000,-58085204.0
1775834324.5585957,2240000,-57996704.0
1775834330.8654866,2250000,-58068068.0
